Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
2,3027,13.0,5,2,1,1,0,6.58,3,2,141.0,4.11,74.9
1,136,1.0,3,2,0,1,2,5.68,3,2,119.0,4.14,54.77
4,523,7.0,3,2,0,1,0,3.73,3,1,80.0,4.89,76.79
4,912,6.0,2,0,0,1,3,7.32,3,2,169.0,4.38,82.37
4,1191,5.0,1,1,0,1,2,7.69,3,2,82.0,4.17,75.04
2,2551,15.0,2,2,0,1,2,2.87,3,1,7.0,4.36,81.07
5,1217,4.0,4,1,0,1,3,7.86,3,2,122.0,4.44,73.53
1,958,2.0,2,0,0,2,2,6.74,3,2,160.0,4.08,93.2
1,563,2.0,3,2,2,1,0,5.01,1,2,88.0,2.93,42.39
5,2172,2.0,4,1,0,2,2,5.01,0,2,93.0,2.92,80.8
1,821,2.0,2,2,0,1,0,7.31,3,1,139.0,4.8,80.2
1,165,3.0,1,1,1,2,2,5.91,3,2,105.0,3.53,74.82
1,506,4.0,3,0,4,1,0,8.47,3,0,174.0,4.62,81.74
4,975,6.0,3,1,0,1,0,5.53,0,3,116.0,3.52,78.27
1,483,3.0,2,1,0,1,0,5.55,3,2,81.0,4.82,74.89
5,2235,4.0,1,1,0,1,0,6.67,3,2,117.0,4.76,71.97
4,680,7.0,1,1,2,1,0,8.19,3,0,161.0,3.38,77.45
5,2066,3.0,3,2,1,1,3,7.78,1,2,118.0,3.19,70.08
2,3206,15.0,2,2,0,1,0,6.09,1,2,159.0,4.09,83.35
5,2261,3.0,3,1,2,1,0,7.93,3,2,117.0,3.5,83.68
5,1868,4.0,1,2,0,1,0,6.21,3,2,148.0,4.73,86.67
1,548,1.0,2,1,3,2,2,5.51,0,2,99.0,1.03,63.5
5,1881,3.0,1,1,0,1,3,5.12,1,2,90.0,3.87,84.47
1,670,4.0,3,2,0,1,0,5.66,1,2,91.0,4.18,63.89
1,445,1.0,1,1,1,1,3,5.29,1,2,993.0,3.22,71.77
2,2609,9.0,3,1,0,2,0,6.01,3,2,153.0,4.72,92.34
1,850,3.923768001056943,3,1,1,1,1,6.92,3,2,105.0,3.84,71.96
1,441,4.0,2,0,0,1,3,5.75,0,2,111.0,3.21,72.62
1,334,2.0,1,3,0,1,3,6.39,3,2,163.0,4.39,81.58
5,2276,3.0,1,1,1,1,0,6.42,3,2,151.0,4.1,77.94
1,148,1.0,2,1,0,1,0,5.4,1,2,94.0,4.17,67.09
5,1733,5.0,3,0,0,1,0,5.18,0,2,113.0,3.52,71.36
4,759,5.0,2,0,3,1,0,6.39,1,2,118.0,2.25,86.8
4,999,3.923768001056943,3,1,0,2,0,7.17,3,2,159.0,4.71,87.32
5,1890,5.0,2,2,1,1,3,6.07,3,2,159.0,3.77,64.27
5,1487,2.0,2,0,1,1,0,5.29,3,2,105.0,4.16,80.51
5,1258,4.0,2,2,0,1,2,6.55,3,2,120.0,4.13,66.32
1,788,1.0,1,1,0,2,2,6.51,3,2,94.0,4.17,82.03
4,1235,5.0,3,2,1,1,3,4.17,1,2,86.0,3.25,58.4
1,185,2.0,3,0,0,1,2,5.59,1,2,108.0,3.53,78.34
4,722,7.0,3,1,0,1,0,7.35,3,2,92.0,4.79,78.09
4,616,4.0,2,1,0,1,2,5.42,3,2,80.0,4.19,75.98
2,3624,15.0,4,2,1,2,3,5.66,1,2,110.0,3.21,88.32
1,384,2.0,2,1,0,2,0,6.69,0,2,141.0,3.48,67.18
4,421,5.0,1,1,1,1,2,6.76,3,2,85.0,3.55,66.75
4,1095,7.0,3,1,0,2,2,4.97,1,2,99.0,3.54,77.04
4,1236,5.0,2,3,2,1,0,5.46,1,2,118.0,2.89,64.89
1,923,3.0,3,1,0,2,0,7.8,3,2,90.0,4.79,90.37
4,440,5.0,3,1,1,2,0,7.94,3,2,101.0,4.15,81.82
3,10479,3.0,2,2,0,1,3,6.1,1,2,126.0,3.82,57.63
5,1781,3.0,4,1,0,1,0,7.47,1,2,114.0,4.14,87.3
5,1455,2.0,2,1,0,1,2,7.5,3,2,149.0,4.09,91.61
2,2096,8.0,3,2,0,1,4,5.93,1,2,102.0,3.22,68.49
1,958,1.0,2,2,1,1,4,6.29,1,3,97.0,2.6,40.24
5,1258,4.0,2,0,0,2,2,4.18,1,2,96.0,3.55,83.83
1,392,4.0,2,1,1,1,4,6.59,3,2,132.0,3.18,63.01
3,336,3.0,2,0,0,1,0,7.33,3,2,151.0,4.72,79.92
4,1203,6.0,1,2,0,1,0,6.41,2,2,137.0,2.86,30.97
1,929,4.0,2,1,0,1,2,5.61,1,2,119.0,3.51,78.23
1,251,1.0,2,2,3,2,0,7.99,3,2,129.0,2.86,66.58
5,1204,2.0,4,1,2,1,2,4.08,1,2,108.0,2.28,60.2
1,178,1.0,3,1,4,1,0,7.2,3,2,230.0,2.87,69.27
3,373,0.0,2,2,0,1,2,4.28,3,2,99.0,4.17,64.49
2,2312,14.0,4,1,1,2,0,4.99,1,2,100.0,3.54,79.9
1,345,4.0,2,1,2,1,3,6.03,1,2,161.0,2.52,64.43
5,2260,3.0,3,1,2,1,1,6.66,3,2,103.0,3.21,85.32
1,631,2.0,3,0,4,1,2,8.51,3,0,196.0,3.34,88.96
2,2859,6.0,4,0,1,1,3,5.81,1,2,102.0,3.22,70.53
1,103,3.923768001056943,3,2,1,2,0,7.73,3,2,122.0,4.12,86.81
5,1198,5.0,1,1,0,1,0,7.42,3,2,132.0,4.74,70.69
5,1706,3.923768001056943,1,1,0,1,0,7.62,3,2,110.0,4.77,74.61
5,1514,3.0,4,1,1,1,2,7.92,3,2,155.0,3.45,77.17
1,240,1.0,3,1,0,1,0,8.14,4,0,145.0,4.66,82.75
1,570,1.0,3,1,0,1,0,5.93,3,2,104.0,4.79,75.0
1,397,2.0,2,2,0,1,0,5.84,4,2,83.0,4.18,75.46
4,824,6.0,3,1,1,1,3,7.09,3,2,103.0,3.84,86.32
4,448,4.0,2,1,2,2,2,7.47,3,2,91.0,2.91,82.44
2,2153,13.0,3,1,0,1,3,5.6,3,2,85.0,4.5,76.37
1,593,4.0,2,1,0,1,2,6.08,3,2,81.0,4.19,71.72
5,1244,3.0,4,0,0,1,0,7.54,1,2,105.0,4.15,76.49
1,950,2.0,3,1,0,1,3,6.95,3,2,135.0,4.43,89.06
2,2013,9.0,2,1,2,1,3,7.71,3,2,86.0,3.23,89.61
5,2076,3.0,3,1,1,2,0,5.68,1,2,81.0,3.56,78.73
4,1209,3.923768001056943,3,2,1,1,4,4.51,1,2,102.0,2.6,27.14
1,580,3.0,3,2,0,0,3,5.43,1,1,113.0,3.9,70.46
0,1676,4.0,4,1,4,1,2,5.87,1,2,97.0,3.54,86.25
1,927,1.0,1,2,0,1,0,5.35,3,2,84.0,4.81,79.25
2,3645,10.0,2,1,0,1,2,7.62,3,2,128.0,4.12,72.24
1,176,2.0,1,1,0,1,3,7.06,3,2,141.0,4.42,71.97
2,3865,15.0,6,1,1,1,0,2.82,2,1,19.0,2.46,78.98
1,357,4.0,3,1,0,1,0,7.75,1,2,138.0,4.1,85.71
4,436,6.0,2,3,0,1,2,7.93,3,2,164.0,4.07,79.48
1,767,4.0,2,2,1,1,0,7.98,3,2,121.0,4.12,69.04
1,853,2.0,1,1,1,1,4,7.31,3,2,493.0,3.18,64.49
1,666,2.0,3,1,0,2,0,6.68,3,2,170.0,4.7,86.3
2,3034,4.0,4,1,0,2,4,5.9,1,2,93.0,3.23,72.29
5,1771,3.0,3,2,0,1,1,8.44,1,0,177.0,3.36,40.16
1,875,2.0,1,3,0,1,0,6.12,3,2,146.0,4.73,81.79
5,1256,4.0,3,0,0,1,0,4.42,1,2,111.0,4.16,82.54
5,1302,3.0,4,1,0,1,0,5.54,1,2,110.0,4.15,88.37
1,417,2.0,2,2,0,1,3,7.76,3,2,134.0,4.42,67.94
1,755,4.0,2,2,1,2,4,5.67,1,2,112.0,2.58,60.27
1,724,1.0,3,1,3,2,0,5.87,1,2,115.0,2.26,87.61
5,1600,2.0,3,2,0,1,4,5.25,1,2,107.0,3.22,40.32
1,148,2.0,3,0,1,1,3,5.27,1,2,115.0,3.21,76.86
1,102,1.0,2,1,1,0,0,7.64,3,2,150.0,4.09,85.68
1,679,3.0,2,1,0,2,3,6.9,3,3,100.0,4.47,85.91
4,1065,3.923768001056943,2,0,2,1,2,6.59,3,2,150.0,2.84,84.63
1,950,1.0,2,2,0,1,0,5.2,1,2,82.0,4.19,69.15
1,332,1.0,2,1,1,1,2,5.42,0,2,83.0,2.3,43.97
2,2274,15.0,2,3,4,1,2,6.2,3,2,111.0,4.15,70.31
1,139,3.0,2,2,1,0,0,6.34,2,1,138.0,2.29,24.78
2,3368,14.0,6,2,1,1,0,7.26,2,2,148.0,2.21,35.48
5,2189,2.0,4,2,1,1,2,5.55,1,0,85.0,2.87,35.78
5,2012,5.0,3,0,1,2,3,5.77,3,2,111.0,3.84,97.39
5,1164,2.0,3,1,0,1,3,5.32,1,2,98.0,3.86,73.89
5,1135,4.0,3,1,1,1,3,7.13,3,2,140.0,3.79,72.48
1,819,4.0,3,1,4,2,0,6.49,0,2,153.0,3.47,70.18
1,620,4.0,3,0,1,1,2,5.75,3,2,109.0,3.53,70.57
5,1489,5.0,3,1,0,2,4,6.5,3,2,105.0,3.84,77.39
5,1279,5.0,4,1,0,1,3,7.07,3,2,149.0,4.41,72.58
1,147,1.0,3,2,0,1,0,6.16,3,2,141.0,4.74,78.14
5,2191,5.0,4,1,0,1,0,5.84,3,2,110.0,4.78,76.54
4,601,6.0,2,1,2,1,3,5.69,1,2,107.0,2.59,69.91
5,1572,4.0,4,1,0,1,0,7.19,1,2,106.0,4.15,80.08
1,365,1.0,2,1,0,2,0,3.09,1,1,49.0,4.31,85.8
1,932,2.0,2,0,0,1,0,7.86,0,2,102.0,3.52,70.63
1,795,1.0,1,2,1,1,2,8.04,3,0,123.0,3.43,34.09
3,474,2.0,2,2,0,1,0,5.19,1,2,93.0,4.18,70.9
1,225,3.0,3,1,0,1,0,5.66,3,2,110.0,4.78,82.37
2,3591,14.0,5,1,0,1,2,5.55,1,2,111.0,3.52,87.11
0,1203,4.0,1,1,1,2,2,5.85,1,2,84.0,2.93,83.8
4,691,7.0,2,2,0,1,4,6.66,3,2,97.0,3.85,60.4
1,881,1.0,3,2,0,1,3,6.02,3,2,156.0,4.41,66.82
5,1476,3.0,4,0,0,1,0,6.42,1,2,700.0,4.09,76.56
3,334,3.923768001056943,1,1,4,1,2,7.94,3,2,124.0,3.49,65.89
3,312,3.0,1,1,4,1,3,7.01,3,2,91.0,4.48,75.68
2,2804,10.0,4,0,0,1,0,8.02,1,0,120.0,4.06,74.92
1,210,4.0,2,1,0,1,3,8.9,1,0,186.0,3.66,76.12
1,940,2.0,2,1,0,1,3,5.98,1,2,102.0,3.85,76.54
5,1985,4.0,1,1,2,1,3,6.72,3,0,157.0,3.08,65.98
5,1953,5.0,4,1,0,2,3,7.19,3,2,143.0,4.42,88.5
2,3789,9.0,4,2,0,2,4,6.45,3,2,127.0,3.81,94.11
5,1802,2.0,2,2,4,1,0,6.83,3,2,131.0,4.75,82.77
5,1261,3.0,2,1,3,1,0,7.5,3,2,101.0,2.9,77.77
5,1299,5.0,2,1,0,1,0,7.06,3,2,86.0,4.8,72.75
1,510,4.0,1,2,0,1,2,6.32,2,2,102.0,2.28,31.24
5,1581,5.0,2,1,1,1,0,7.66,1,2,167.0,3.44,75.13
1,869,2.0,3,0,0,0,0,5.06,0,2,103.0,3.54,71.01
2,3089,5.0,5,2,1,1,3,6.89,3,2,152.0,3.78,63.19
1,511,4.0,1,0,1,1,3,7.51,1,2,120.0,3.19,75.08
5,1756,5.0,4,1,0,1,0,6.06,3,2,100.0,4.79,77.36
1,621,2.0,3,2,0,1,3,7.14,1,2,157.0,3.77,66.49
5,1152,2.0,1,0,4,1,3,8.25,3,0,181.0,4.3,74.61
1,345,4.0,2,1,0,1,2,6.0,3,2,81.0,4.19,78.39
5,1249,4.0,3,0,0,0,2,6.61,1,2,131.0,3.49,87.06
1,246,1.0,2,2,1,1,3,4.5,1,2,118.0,3.21,40.77
3,354,3.0,2,0,0,0,0,5.92,1,2,116.0,4.14,78.13
1,289,3.0,2,2,1,2,0,4.99,3,2,100.0,4.17,81.99
4,711,7.0,1,1,0,1,2,6.29,1,2,133.0,3.49,73.48
5,1329,4.0,3,1,1,1,3,7.25,0,2,89.0,2.6,65.95
1,380,1.0,3,0,0,1,0,6.68,2,2,123.0,2.87,81.27
4,708,4.0,1,2,0,2,4,7.02,1,2,147.0,3.16,61.91
2,3844,5.0,6,1,0,1,4,7.7,1,2,170.0,3.12,80.12
1,469,3.0,2,0,0,1,3,4.72,3,2,81.0,4.51,82.53
1,230,4.0,3,0,0,1,0,7.13,1,2,141.0,4.1,76.57
4,477,4.0,3,2,1,1,0,6.67,2,2,109.0,2.26,24.08
4,874,5.0,3,2,0,1,0,8.04,0,0,200.0,3.33,29.46
1,748,1.0,2,1,0,1,0,7.79,3,2,133.0,4.74,73.25
5,1144,5.0,1,2,0,1,0,7.51,3,2,138.0,4.73,82.78
2,3794,14.0,2,3,1,2,0,6.22,3,2,121.0,4.13,93.02
3,236,3.0,2,1,1,2,3,7.01,3,2,142.0,3.79,78.68
2,3785,8.0,2,2,0,2,2,6.97,1,2,83.0,3.55,72.53
3,411,0.0,2,0,0,1,3,5.71,1,2,118.0,3.83,71.64
1,102,4.0,2,2,0,2,0,6.7,3,2,114.0,4.77,73.29
4,693,7.0,1,1,3,2,2,6.74,3,3,145.0,2.22,76.44
2,2819,14.0,6,1,0,1,0,5.69,1,2,112.0,4.15,74.61
3,287,3.0,1,1,0,1,2,6.86,3,2,163.0,4.08,84.49
4,646,4.0,2,1,0,1,0,6.03,3,2,96.0,4.8,72.53
1,988,4.0,1,1,1,1,3,6.7,1,2,154.0,3.15,69.3
5,1492,5.0,3,1,1,1,2,7.0,3,2,141.0,3.48,85.61
1,557,4.0,1,1,0,1,2,5.14,3,2,91.0,4.18,86.25
1,735,4.0,2,1,1,1,3,6.84,3,2,146.0,3.79,74.33
1,313,3.0,1,1,0,1,3,5.84,1,2,100.0,3.85,79.58
1,571,3.0,1,1,1,1,4,5.08,1,2,94.0,2.61,67.58
5,1450,2.0,2,1,0,1,0,7.6,2,2,152.0,2.83,57.15
1,188,4.0,3,2,0,1,0,7.1,1,2,158.0,4.08,60.31
2,3515,14.0,3,1,0,1,0,8.06,0,0,165.0,3.38,69.99
5,1292,3.0,2,1,0,1,3,6.14,3,2,91.0,4.49,73.12
1,991,3.923768001056943,1,1,0,2,4,6.04,0,2,161.0,2.52,70.59
1,947,1.0,1,0,0,1,0,7.01,3,2,131.0,4.74,84.16
5,2011,5.0,2,2,1,1,0,5.56,1,1,94.0,3.61,63.96
5,1932,3.923768001056943,2,1,2,2,0,3.86,2,1,55.0,1.79,70.45
5,1875,5.0,3,1,1,1,0,5.76,1,2,104.0,3.53,73.91
5,1414,5.0,2,1,1,1,3,7.01,3,2,165.0,3.76,78.48
5,1780,2.0,1,1,0,1,0,4.84,1,3,96.0,4.17,80.58
4,20525,5.0,1,2,0,2,3,6.91,3,2,130.0,4.43,70.06
1,375,3.0,1,1,0,1,0,6.94,1,2,133.0,4.12,83.42
1,174,3.0,1,2,0,1,2,8.06,3,0,141.0,4.04,35.22
1,838,3.0,3,0,0,1,2,7.35,0,2,159.0,2.82,84.77
4,792,4.0,1,1,1,1,3,6.73,3,2,106.0,3.84,75.41
1,210,1.0,2,1,1,1,0,8.21,3,0,151.0,4.02,70.15
5,1894,5.0,3,0,0,2,0,6.66,3,2,154.0,4.72,93.89
4,1080,7.0,1,1,0,1,2,6.93,3,2,166.0,4.07,72.48
5,1423,2.0,1,0,0,1,0,7.59,3,2,148.0,4.72,86.71
1,216,4.0,1,1,0,1,2,6.64,0,1,115.0,2.95,58.16
1,711,4.0,3,1,0,1,3,7.11,3,2,152.0,4.4,92.87
2,3225,13.0,2,1,1,1,4,6.97,0,2,170.0,1.87,64.35
5,1346,2.0,2,2,2,1,3,6.25,3,2,91.0,3.23,67.39
2,2985,5.0,3,0,0,1,3,6.4,3,2,146.0,4.42,88.42
4,485,5.0,2,2,1,1,2,5.49,1,2,86.0,2.93,36.14
4,1147,5.0,2,1,0,2,0,7.3,1,2,90.0,4.17,85.63
5,2010,5.0,3,2,0,1,2,7.78,3,2,109.0,4.14,67.61
4,538,4.0,3,1,1,1,2,6.09,1,2,123.0,2.88,67.24
4,1109,7.0,3,1,0,1,3,3.24,3,1,3.0,4.68,75.34
1,866,1.0,3,1,0,1,2,6.42,3,2,154.0,4.09,85.01
1,453,3.0,3,1,0,1,0,7.77,3,2,88.0,4.79,72.82
1,506,3.0,3,2,0,1,0,7.33,0,2,144.0,3.47,43.75
4,1209,5.0,2,1,0,1,3,3.46,3,1,71.0,4.59,75.18
4,839,7.0,1,1,0,1,3,4.94,1,2,95.0,3.86,85.77
4,1194,6.0,2,1,1,1,0,5.4,1,2,81.0,3.56,77.97
2,2610,9.0,6,0,0,1,0,7.36,3,2,132.0,4.74,93.08
4,1275,6.0,2,0,1,1,0,5.08,0,2,118.0,2.89,73.5
5,2142,5.0,3,1,0,1,0,2.51,1,1,97.0,4.25,70.83
4,741,4.0,1,2,0,1,3,5.87,0,2,108.0,3.21,31.72
5,1731,3.0,4,1,0,1,0,8.09,3,0,165.0,4.63,83.94
5,1290,3.0,4,1,0,2,3,5.1,1,2,81.0,3.88,77.13
4,405,4.0,3,1,0,2,0,6.68,3,0,144.0,4.67,82.24
1,872,3.0,1,0,0,1,2,6.85,3,2,100.0,4.16,77.94
1,389,1.0,3,1,2,1,3,6.01,3,2,118.0,3.2,77.47
5,2090,5.0,1,2,1,1,0,6.9,3,2,145.0,4.1,66.01
5,2097,5.0,4,1,3,1,0,7.43,3,2,149.0,2.84,73.41
2,1970,10.0,2,0,0,1,3,7.29,3,2,125.0,4.44,87.37
5,2144,3.0,3,1,0,1,0,7.28,3,2,128.0,4.75,71.96
3,312,1.0,1,1,0,1,3,6.25,3,2,110.0,4.46,81.22
1,757,3.0,2,0,1,1,2,5.37,1,2,112.0,2.9,90.44
1,665,3.0,2,2,0,1,0,6.02,3,2,128.0,4.75,83.59
4,679,4.0,3,1,0,1,2,7.56,0,2,84.0,2.92,59.26
1,213,2.0,3,2,1,0,2,5.31,0,2,103.0,2.28,17.79
5,1917,5.0,2,2,0,1,0,6.68,2,2,97.0,2.91,39.79
1,487,4.0,1,1,0,1,2,7.62,3,2,127.0,4.12,70.34
4,843,4.0,3,1,1,1,2,5.68,1,2,109.0,2.9,69.56
5,1931,4.0,3,2,1,1,2,6.17,0,2,123.0,2.25,36.07
1,191,3.0,3,2,0,1,0,5.04,1,2,80.0,4.19,71.68
1,755,4.0,1,2,0,1,0,6.69,1,2,89.0,4.17,68.95
1,846,1.0,1,1,0,1,0,5.45,1,2,82.0,4.19,89.16
4,1164,4.0,1,1,0,1,2,6.1,3,2,136.0,4.12,83.61
3,484,3.0,1,1,0,2,3,5.08,3,2,119.0,4.46,85.24
1,444,3.0,3,1,1,1,0,5.53,1,2,80.0,3.56,74.63
1,187,4.0,1,1,0,1,0,6.97,3,2,106.0,4.78,84.43
1,740,2.0,1,1,0,1,3,5.65,3,2,103.0,4.47,81.36
1,398,4.0,2,1,0,2,0,7.44,3,3,165.0,4.7,88.56
3,226,0.0,1,2,1,1,2,5.82,1,2,83.0,2.93,37.26
1,603,2.0,1,2,0,1,0,5.83,3,2,109.0,4.78,70.06
1,922,3.0,2,1,0,1,3,5.74,1,2,87.0,3.87,78.7
5,1212,3.0,1,2,0,1,0,6.77,3,2,170.0,4.7,79.53
1,317,2.0,3,0,0,2,0,6.93,3,2,132.0,4.74,89.18
1,126,2.0,3,1,1,1,0,7.42,0,2,170.0,2.81,57.07
0,528,6.0,3,1,0,1,0,7.02,1,2,128.0,4.12,88.97
1,171,2.0,2,1,0,1,0,7.48,0,2,104.0,3.52,69.37
1,643,4.0,2,0,0,1,0,6.92,3,2,110.0,4.77,84.72
1,883,3.0,1,1,0,1,0,7.44,3,2,91.0,4.79,75.47
1,334,4.0,1,2,1,1,3,7.05,1,2,147.0,3.16,35.84
4,651,7.0,1,2,0,1,0,6.42,3,2,145.0,4.73,75.17
4,489,4.0,3,1,0,1,0,3.78,3,1,47.0,4.93,81.06
1,822,3.0,3,1,1,1,3,5.3,0,2,97.0,2.6,71.96
5,1954,2.0,1,2,0,1,3,6.18,1,2,131.0,3.81,74.99
4,686,5.0,1,1,1,1,3,5.73,3,2,90.0,3.86,82.55
1,946,2.0,2,1,3,1,0,5.52,1,2,94.0,2.29,74.52
5,1382,5.0,2,1,0,2,0,8.63,3,0,143.0,4.66,85.4
5,1523,3.0,3,1,1,2,0,7.45,0,2,106.0,2.89,78.18
1,803,2.0,1,0,0,1,2,6.04,3,2,132.0,4.12,80.1
2,3421,11.0,2,1,4,1,0,6.45,3,2,97.0,4.79,80.69
1,687,3.0,3,1,0,1,0,3.64,3,1,30.0,4.96,75.99
1,457,1.0,3,3,0,1,0,6.95,1,2,167.0,4.07,83.48
1,575,4.0,2,1,0,2,0,6.59,3,2,88.0,4.8,85.23
1,492,4.0,1,2,0,1,0,7.18,3,2,104.0,4.78,78.1
1,318,3.0,2,1,0,1,2,6.69,0,2,94.0,2.91,62.64
1,964,2.0,3,2,4,1,0,5.01,4,2,85.0,2.93,34.0
2,4259,13.0,4,2,0,2,2,3.87,0,1,63.0,3.03,92.07
2,2317,14.0,6,1,0,1,0,8.17,3,0,164.0,4.63,77.04
1,142,1.0,1,0,0,1,2,7.89,3,2,113.0,4.13,74.2
5,1318,5.0,3,1,2,1,2,8.03,0,0,200.0,1.45,26.63
1,17220,4.0,2,0,3,1,0,5.06,3,0,96.0,2.86,71.38
1,808,3.0,2,1,0,2,0,5.65,1,2,98.0,4.17,79.31
1,796,1.0,2,1,1,1,3,5.37,1,2,119.0,3.2,62.23
5,1310,5.0,1,1,0,1,3,4.74,0,2,99.0,3.23,77.04
1,402,4.0,3,0,0,1,3,5.78,1,2,86.0,3.87,74.87
5,1533,5.0,4,2,0,2,3,3.65,1,1,62.0,3.97,75.6
1,881,3.0,1,0,0,1,0,6.23,3,2,162.0,4.71,85.36
1,677,4.0,2,1,0,1,0,2.66,3,1,73.0,4.91,78.69
5,1501,2.0,2,2,0,1,0,5.37,1,2,97.0,4.17,73.11
1,840,3.0,3,1,0,1,2,5.7,0,2,84.0,2.93,75.51
5,1486,4.0,4,2,0,2,2,4.4,1,2,95.0,3.55,70.47
4,480,5.0,3,1,0,2,2,4.22,1,2,87.0,3.56,76.14
3,221,3.923768001056943,1,1,0,1,0,7.49,3,2,134.0,4.74,90.37
5,1758,2.0,3,2,2,2,0,6.42,3,2,97.0,3.54,87.86
1,288,3.923768001056943,1,0,0,1,0,7.52,3,2,161.0,4.7,80.53
1,981,2.0,3,2,1,1,2,5.24,1,2,100.0,2.91,46.88
5,2251,4.0,4,2,0,0,0,8.2,3,0,158.0,4.64,80.93
1,829,4.0,2,1,0,2,3,5.26,1,2,98.0,3.86,78.05
3,441,3.0,2,1,0,1,0,7.36,3,2,142.0,4.73,67.69
4,450,7.0,1,2,0,1,2,5.03,1,2,96.0,3.55,46.27
1,291,4.0,3,0,0,1,2,8.69,2,0,158.0,2.13,73.15
1,345,2.0,3,0,0,0,0,6.89,0,2,120.0,3.5,77.95
5,1501,4.0,1,3,0,2,2,6.73,4,2,109.0,4.15,90.72
1,766,3.0,3,1,0,2,0,6.1,3,2,129.0,4.75,90.95
3,225,0.0,2,0,0,2,3,6.73,3,2,167.0,4.39,89.68
4,547,3.923768001056943,1,1,1,2,0,5.08,1,2,114.0,3.52,73.85
2,1999,5.0,5,0,0,1,0,7.38,3,2,106.0,4.77,89.23
1,937,1.0,1,2,0,1,0,6.53,3,2,100.0,4.79,86.05
5,1223,5.0,2,0,0,1,0,5.29,4,2,106.0,3.53,69.57
1,464,3.923768001056943,3,1,1,2,0,7.04,3,2,90.0,4.17,79.24
1,867,3.0,2,1,0,2,3,7.22,1,2,110.0,3.83,80.46
1,907,4.0,3,2,2,1,0,7.41,1,2,88.0,2.91,36.25
1,502,2.0,3,1,1,1,1,6.27,3,3,106.0,3.84,79.17
5,2133,4.0,3,2,4,1,3,7.14,3,2,133.0,4.43,67.79
4,786,6.0,3,1,0,1,3,6.81,3,2,141.0,4.42,88.63
5,2050,4.0,1,1,0,2,0,7.13,1,2,112.0,4.14,82.17
5,1181,3.923768001056943,1,1,0,1,0,6.2,3,2,152.0,4.72,75.7
1,905,1.0,3,2,1,1,0,6.69,1,2,151.0,3.47,54.91
1,504,3.0,3,1,2,2,0,4.97,0,2,117.0,2.27,84.7
2,3952,6.0,6,1,1,1,2,5.67,1,2,86.0,2.93,72.97
1,106,3.923768001056943,1,1,1,1,0,5.82,1,2,116.0,3.52,69.56
2,3126,11.0,2,1,0,1,2,7.28,3,2,147.0,4.1,73.13
5,1179,3.923768001056943,2,0,0,1,3,5.35,1,2,87.0,3.87,75.81
1,451,1.0,3,2,0,1,2,6.86,3,2,103.0,4.15,65.72
4,666,7.0,1,1,4,1,0,4.6,0,2,86.0,3.56,73.96
5,1121,5.0,2,0,2,1,2,7.44,1,2,125.0,2.24,79.51
1,873,1.0,2,2,1,1,0,6.9,3,2,95.0,4.16,69.48
0,3078,3.923768001056943,6,0,0,0,0,5.22,1,2,101.0,4.17,80.5
3,365,3.0,2,1,2,1,0,6.24,1,2,95.0,2.91,74.39
2,3819,15.0,2,1,3,0,3,6.23,1,2,130.0,1.93,70.57
1,921,4.0,1,1,1,1,0,8.5,3,0,132.0,4.04,82.12
1,595,1.0,1,3,2,2,0,5.72,1,2,105.0,2.9,65.1
5,1607,2.0,2,1,0,2,0,6.82,3,2,149.0,4.72,88.02
4,627,4.0,3,2,1,1,0,7.37,1,2,124.0,3.5,54.45
5,2048,3.0,2,1,1,1,3,6.93,3,2,107.0,3.83,85.67
2,2193,6.0,6,3,0,1,0,7.3,1,2,115.0,4.14,83.68
1,309,2.0,3,1,3,1,0,5.96,3,2,118.0,2.89,65.04
5,1125,2.0,3,2,0,1,2,8.4,3,0,124.0,4.05,65.93
1,309,3.0,3,1,0,1,0,6.66,3,2,106.0,4.78,68.15
1,803,1.0,3,1,1,2,0,7.52,3,2,121.0,4.13,79.45
5,1500,3.923768001056943,1,2,0,1,3,5.55,1,2,100.0,3.85,59.45
1,876,4.0,3,1,0,1,3,6.39,3,2,135.0,4.43,84.61
5,1852,4.0,1,0,3,2,3,7.73,3,2,103.0,2.58,86.39
1,321,4.0,1,1,0,1,4,7.42,2,2,126.0,1.92,30.42
5,2062,4.0,1,1,0,1,3,5.38,1,2,120.0,3.83,82.56
5,1158,4.0,1,1,0,1,0,7.35,3,2,135.0,4.74,70.32
5,1904,3.0,4,1,0,1,0,7.2,3,2,163.0,4.7,72.97
1,785,4.0,2,1,0,2,0,6.86,3,2,486.0,4.78,86.55
5,2120,5.0,3,2,0,1,0,4.94,1,2,96.0,4.17,73.25
4,603,5.0,2,1,1,2,2,5.58,1,2,93.0,2.92,93.99
5,1169,4.0,2,0,0,1,2,5.51,1,2,97.0,3.54,69.06
2,3240,7.0,6,1,2,1,0,5.67,0,3,96.0,2.29,72.44
1,697,1.0,1,1,0,1,0,7.61,3,2,107.0,4.77,72.16
4,425,5.0,2,1,0,1,3,6.44,1,2,150.0,3.78,85.58
1,881,3.0,2,0,0,2,0,5.93,1,2,95.0,4.17,90.08
1,163,1.0,2,0,1,1,0,6.98,3,2,111.0,4.14,76.35
